"time_epoch","time","temp_c","temp_f","is_day","condition","wind_mph","wind_kph","wind_degree","wind_dir","pressure_mb","pressure_in","precip_mm","precip_in","snow_cm","humidity","cloud","feelslike_c","feelslike_f","windchill_c","windchill_f","heatindex_c","heatindex_f","dewpoint_c","dewpoint_f","will_it_rain","chance_of_rain","will_it_snow","chance_of_snow","vis_km","vis_miles","gust_mph","gust_kph","uv"
"1684303200","2023-05-1708:00","16.6","61.9","1","Patchyrainpossible","3.1","5.0","155","SSE","1010.0","29.81","0.3","0.01","0.0","82","100","16.6","61.9","16.6","61.9","16.6","61.9","13.6","56.5","1","100","0","0","10.0","6.0","12.5","20.2","4.0"
"1684306800","2023-05-1709:00","17.2","63.0","1","Overcast","3.6","5.8","157","SSE","1010.0","29.82","0.0","0.0","0.0","81","100","17.2","63.0","17.2","63.0","17.2","63.0","13.9","57.0","0","0","0","0","10.0","6.0","10.3","16.6","4.0"
"1684310400","2023-05-1710:00","17.4","63.3","1","Patchyrainpossible","3.8","6.1","130","SE","1010.0","29.83","0.1","0.0","0.0","80","100","17.4","63.3","17.4","63.3","17.4","63.3","14.0","57.2","1","100","0","0","10.0","6.0","11.0","17.6","4.0"
"1684314000","2023-05-1711:00","18.9","65.9","1","Patchyrainpossible","4.5","7.2","130","SE","1010.0","29.83","0.1","0.0","0.0","79","100","18.9","65.9","18.9","65.9","18.9","65.9","13.7","56.6","1","100","0","0","10.0","6.0","10.7","17.3","4.0"
"1684317600","2023-05-1712:00","18.8","65.8","1","Patchyrainpossible","5.1","8.3","122","ESE","1010.0","29.84","0.1","0.0","0.0","75","100","18.8","65.8","18.8","65.8","18.8","65.8","14.3","57.7","1","100","0","0","10.0","6.0","11.6","18.7","4.0"
"1684321200","2023-05-1713:00","19.8","67.6","1","Overcast","9.6","15.5","117","ESE","1011.0","29.84","0.0","0.0","0.0","77","100","19.8","67.6","19.8","67.6","19.8","67.6","14.1","57.4","0","0","0","0","10.0","6.0","14.3","23.0","4.0"
"1684324800","2023-05-1714:00","19.6","67.3","1","Overcast","12.1","19.4","124","SE","1011.0","29.85","0.0","0.0","0.0","78","100","19.6","67.3","19.6","67.3","19.6","67.3","14.2","57.5","0","0","0","0","10.0","6.0","14.3","23.0","4.0"
"1684328400","2023-05-1715:00","19.6","67.3","1","Patchyrainpossible","11.6","18.7","129","SE","1011.0","29.86","0.1","0.0","0.0","75","100","19.6","67.3","19.6","67.3","19.6","67.3","14.0","57.1","1","100","0","0","10.0","6.0","13.9","22.3","4.0"
"1684332000","2023-05-1716:00","19.5","67.1","1","Patchyrainpossible","10.2","16.4","126","SE","1012.0","29.87","0.2","0.01","0.0","72","100","19.5","67.1","19.5","67.1","19.5","67.1","13.5","56.3","1","100","0","0","10.0","6.0","15.0","24.1","4.0"
"1684335600","2023-05-1717:00","18.2","64.7","1","Moderaterainattimes","12.1","19.4","123","ESE","1012.0","29.88","0.8","0.03","0.0","77","87","18.2","64.7","18.2","64.7","18.2","64.7","13.2","55.7","1","100","0","0","10.0","6.0","14.5","23.4","4.0"
"1684339200","2023-05-1718:00","17.5","63.4","1","Cloudy","8.5","13.7","122","ESE","1012.0","29.89","0.0","0.0","0.0","80","84","17.5","63.4","17.5","63.4","17.5","63.4","12.7","54.8","0","0","0","0","10.0","6.0","13.9","22.3","4.0"
"1684342800","2023-05-1719:00","16.6","61.8","1","Cloudy","8.5","13.7","128","SE","1013.0","29.91","0.0","0.0","0.0","82","76","16.6","61.8","16.6","61.8","16.6","61.8","12.2","54.0","0","0","0","0","10.0","6.0","11.2","18.0","4.0"
"1684346400","2023-05-1720:00","15.6","60.1","1","Overcast","3.8","6.1","152","SSE","1013.0","29.92","0.0","0.0","0.0","83","100","15.6","60.1","15.6","60.1","15.6","60.1","11.6","52.9","0","0","0","0","10.0","6.0","5.8","9.4","4.0"
"1684350000","2023-05-1721:00","15.1","59.1","0","Heavyrainattimes","1.3","2.2","184","S","1014.0","29.93","1.0","0.04","0.0","82","100","15.1","59.1","15.1","59.1","15.1","59.1","12.1","53.8","1","100","0","0","10.0","6.0","2.0","3.2","1.0"
"1684353600","2023-05-1722:00","14.5","58.1","0","Heavyrainattimes","2.9","4.7","317","NW","1014.0","29.94","1.1","0.04","0.0","83","100","14.9","58.9","14.9","58.9","14.5","58.1","12.1","53.7","1","100","0","0","10.0","6.0","4.5","7.2","1.0"
"1684357200","2023-05-1723:00","14.2","57.5","0","Moderaterainattimes","5.8","9.4","329","NNW","1014.0","29.95","0.5","0.02","0.0","90","96","13.7","56.6","13.7","56.6","14.2","57.5","12.3","54.1","1","100","0","0","10.0","6.0","8.9","14.4","1.0"
"1684360800","2023-05-1800:00","13.8","56.8","0","Patchyrainpossible","5.6","9.0","327","NNW","1016.0","30.01","0.2","0.01","0.0","93","100","13.3","56.0","13.3","56.0","13.8","56.8","12.5","54.5","1","100","0","0","10.0","6.0","9.3","14.9","1.0"
"1684364400","2023-05-1801:00","13.3","55.9","0","Patchyrainpossible","8.1","13.0","313","NW","1016.0","30.0","0.2","0.01","0.0","95","100","12.2","54.0","12.2","54.0","13.3","55.9","12.2","53.9","1","100","0","0","9.0","5.0","9.3","14.9","1.0"
"1684368000","2023-05-1802:00","12.9","55.1","0","Patchyrainpossible","8.1","13.0","305","NW","1016.0","30.01","0.2","0.01","0.0","95","100","11.7","53.0","11.7","53.0","12.9","55.1","11.7","53.1","1","100","0","0","2.0","1.0","9.6","15.5","1.0"
"1684371600","2023-05-1803:00","12.2","54.0","0","Moderaterainattimes","8.1","13.0","301","WNW","1017.0","30.02","0.6","0.02","0.0","95","100","10.9","51.5","10.9","51.5","12.2","54.0","11.4","52.5","1","100","0","0","2.0","1.0","12.1","19.4","1.0"
"1684375200","2023-05-1804:00","11.6","52.9","0","Moderaterainattimes","8.1","13.0","291","WNW","1017.0","30.02","0.5","0.02","0.0","95","100","10.1","50.2","10.1","50.2","11.6","52.9","11.0","51.7","1","100","0","0","9.0","5.0","11.9","19.1","1.0"
"1684378800","2023-05-1805:00","10.9","51.6","0","Moderaterainattimes","8.1","13.0","285","WNW","1017.0","30.03","0.7","0.03","0.0","95","100","9.3","48.7","9.3","48.7","10.9","51.6","10.4","50.6","1","100","0","0","2.0","1.0","11.9","19.1","1.0"
"1684382400","2023-05-1806:00","9.7","49.5","1","Moderaterainattimes","7.8","12.6","281","WNW","1018.0","30.05","0.8","0.03","0.0","96","100","7.9","46.1","7.9","46.1","9.7","49.5","9.1","48.4","1","100","0","0","9.0","5.0","13.9","22.3","2.0"
"1684386000","2023-05-1807:00","9.9","49.8","1","Moderateorheavyrainshower","7.8","12.6","272","W","1018.0","30.06","3.5","0.14","0.0","96","100","8.1","46.6","8.1","46.6","9.9","49.8","9.3","48.7","1","100","0","0","7.0","4.0","13.4","21.6","2.0"
"1684389600","2023-05-1808:00","9.9","49.8","1","Moderaterainattimes","8.5","13.7","271","W","1018.0","30.06","0.7","0.03","0.0","96","100","8.0","46.3","8.0","46.3","9.9","49.8","9.4","48.9","1","100","0","0","9.0","5.0","13.8","22.1","2.0"
"1684393200","2023-05-1809:00","10.2","50.4","1","Moderaterainattimes","8.9","14.4","273","W","1018.0","30.07","0.6","0.02","0.0","96","100","8.2","46.8","8.2","46.8","10.2","50.4","9.6","49.3","1","100","0","0","9.0","5.0","11.6","18.7","3.0"
"1684396800","2023-05-1810:00","11.8","53.2","1","Heavyrainattimes","8.7","14.0","271","W","1019.0","30.08","1.4","0.06","0.0","96","100","10.2","50.4","10.2","50.4","11.8","53.2","10.4","50.7","1","100","0","0","7.0","4.0","11.2","18.0","3.0"
"1684400400","2023-05-1811:00","12.7","54.9","1","Patchyrainpossible","7.8","12.6","273","W","1019.0","30.09","0.1","0.0","0.0","95","100","11.5","52.7","11.5","52.7","12.7","54.9","10.6","51.0","1","100","0","0","2.0","1.0","9.8","15.8","3.0"
"1684404000","2023-05-1812:00","13.2","55.8","1","Patchyrainpossible","6.3","10.1","277","W","1019.0","30.1","0.1","0.0","0.0","95","100","12.4","54.4","12.4","54.4","13.2","55.8","10.6","51.1","1","100","0","0","2.0","1.0","7.6","12.2","3.0"
"1684407600","2023-05-1813:00","13.5","56.3","1","Moderateorheavyrainshower","6.0","9.7","275","W","1019.0","30.1","1.55","0.06","0.0","94","100","12.9","55.1","12.9","55.1","13.5","56.3","10.7","51.2","1","100","0","0","7.0","4.0","7.4","11.9","3.0"
"1684411200","2023-05-1814:00","13.8","56.8","1","Overcast","6.5","10.4","269","W","1020.0","30.11","0.0","0.0","0.0","94","100","13.1","55.5","13.1","55.5","13.8","56.8","10.6","51.1","0","0","0","0","10.0","6.0","8.1","13.0","3.0"
"1684414800","2023-05-1815:00","14.0","57.2","1","Overcast","7.2","11.5","269","W","1020.0","30.11","0.0","0.0","0.0","94","100","13.2","55.8","13.2","55.8","14.0","57.2","10.8","51.4","0","0","0","0","10.0","6.0","8.7","14.0","3.0"
"1684418400","2023-05-1816:00","14.2","57.6","1","Overcast","7.2","11.5","278","W","1020.0","30.12","0.0","0.0","0.0","94","100","13.5","56.2","13.5","56.2","14.2","57.6","10.8","51.4","0","0","0","0","2.0","1.0","11.2","18.0","3.0"
"1684422000","2023-05-1817:00","14.1","57.4","1","Overcast","5.8","9.4","288","WNW","1020.0","30.12","0.0","0.0","0.0","94","100","13.6","56.5","13.6","56.5","14.1","57.4","10.8","51.4","0","0","0","0","10.0","6.0","10.6","17.1","3.0"
"1684425600","2023-05-1818:00","13.7","56.6","1","Overcast","5.6","9.0","290","WNW","1020.0","30.13","0.0","0.0","0.0","94","100","13.1","55.7","13.1","55.7","13.7","56.6","10.9","51.5","0","0","0","0","10.0","6.0","11.6","18.7","3.0"
"1684429200","2023-05-1819:00","13.3","55.9","1","Overcast","6.5","10.4","281","WNW","1020.0","30.12","0.0","0.0","0.0","96","100","12.5","54.5","12.5","54.5","13.3","55.9","11.1","52.0","0","0","0","0","2.0","1.0","11.9","19.1","3.0"
"1684432800","2023-05-1820:00","12.5","54.5","1","Overcast","1.8","2.9","298","WNW","1021.0","30.15","0.0","0.0","0.0","98","100","12.5","54.5","12.5","54.5","12.5","54.5","10.7","51.2","0","0","0","0","0.0","0.0","8.6","13.9","3.0"
"1684436400","2023-05-1821:00","12.2","54.0","0","Overcast","1.1","1.8","299","WNW","1022.0","30.17","0.0","0.0","0.0","97","100","12.2","54.0","12.2","54.0","12.2","54.0","10.6","51.1","0","0","0","0","0.0","0.0","5.5","8.8","1.0"
"1684440000","2023-05-1822:00","12.0","53.6","0","Patchyrainpossible","3.1","5.0","280","W","1022.0","30.17","0.2","0.01","0.0","97","100","12.0","53.6","12.0","53.6","12.0","53.6","10.5","50.9","1","100","0","0","0.0","0.0","4.9","7.9","1.0"
"1684443600","2023-05-1823:00","11.8","53.2","0","Patchyrainpossible","3.8","6.1","273","W","1022.0","30.16","0.2","0.01","0.0","97","100","11.5","52.7","11.5","52.7","11.8","53.2","10.5","50.9","1","100","0","0","0.0","0.0","5.8","9.4","1.0"
"1684447200","2023-05-1900:00","11.7","53.0","0","Overcast","1.8","2.9","279","W","1022.0","30.18","0.0","0.0","0.0","94","100","11.7","53.0","11.7","53.0","11.7","53.0","10.3","50.5","0","0","0","0","2.0","1.0","6.2","9.9","1.0"
"1684450800","2023-05-1901:00","11.8","53.2","0","Cloudy","3.6","5.8","291","WNW","1022.0","30.17","0.0","0.0","0.0","93","84","11.6","52.9","11.6","52.9","11.8","53.2","10.4","50.6","0","0","0","0","10.0","6.0","5.6","9.0","1.0"
"1684454400","2023-05-1902:00","10.6","51.1","0","Overcast","3.1","5.0","290","WNW","1022.0","30.17","0.0","0.0","0.0","93","88","10.4","50.8","10.4","50.8","10.6","51.1","9.6","49.3","0","0","0","0","10.0","6.0","4.9","7.9","1.0"
"1684458000","2023-05-1903:00","11.7","53.0","0","Overcast","2.9","4.7","289","WNW","1022.0","30.17","0.0","0.0","0.0","94","100","11.7","53.1","11.7","53.1","11.7","53.0","10.5","50.8","0","0","0","0","10.0","6.0","7.0","11.3","1.0"
"1684461600","2023-05-1904:00","10.7","51.3","0","Overcast","4.3","6.8","297","WNW","1022.0","30.16","0.0","0.0","0.0","94","95","10.1","50.1","10.1","50.1","10.7","51.3","9.8","49.6","0","0","0","0","10.0","6.0","6.5","10.4","1.0"
"1684465200","2023-05-1905:00","11.0","51.8","0","Overcast","3.6","5.8","297","WNW","1022.0","30.17","0.0","0.0","0.0","93","100","10.7","51.2","10.7","51.2","11.0","51.8","9.9","49.8","0","0","0","0","10.0","6.0","5.1","8.3","1.0"
"1684468800","2023-05-1906:00","11.8","53.2","1","Overcast","2.5","4.0","317","NW","1022.0","30.19","0.0","0.0","0.0","91","100","12.1","53.8","12.1","53.8","11.8","53.2","10.3","50.5","0","0","0","0","10.0","6.0","5.7","9.2","3.0"
"1684472400","2023-05-1907:00","12.4","54.3","1","Overcast","3.1","5.0","318","NW","1022.0","30.19","0.0","0.0","0.0","89","100","12.5","54.4","12.5","54.4","12.4","54.3","10.6","51.1","0","0","0","0","10.0","6.0","7.6","12.2","3.0"
"1684476000","2023-05-1908:00","13.4","56.1","1","Overcast","3.8","6.1","320","NW","1022.0","30.19","0.0","0.0","0.0","85","100","13.4","56.0","13.4","56.0","13.4","56.1","11.0","51.8","0","0","0","0","10.0","6.0","8.4","13.5","3.0"
"1684479600","2023-05-1909:00","14.5","58.1","1","Overcast","4.0","6.5","311","NW","1022.0","30.19","0.0","0.0","0.0","81","100","14.6","58.2","14.6","58.2","14.5","58.1","11.2","52.2","0","0","0","0","10.0","6.0","7.9","12.8","3.0"
"1684483200","2023-05-1910:00","15.5","59.9","1","Patchyrainpossible","3.6","5.8","310","NW","1022.0","30.19","0.1","0.0","0.0","75","100","15.5","59.9","15.5","59.9","15.5","59.9","11.1","52.0","1","100","0","0","10.0","6.0","7.2","11.5","4.0"
"1684486800","2023-05-1911:00","16.0","60.8","1","Overcast","3.8","6.1","284","WNW","1022.0","30.19","0.0","0.0","0.0","73","100","16.0","60.8","16.0","60.8","16.0","60.8","11.3","52.3","0","0","0","0","10.0","6.0","4.5","7.2","4.0"
"1684490400","2023-05-1912:00","16.0","60.8","1","Cloudy","5.4","8.6","275","W","1022.0","30.18","0.0","0.0","0.0","74","83","16.0","60.8","16.0","60.8","16.0","60.8","11.4","52.5","0","0","0","0","10.0","6.0","6.5","10.4","4.0"
"1684494000","2023-05-1913:00","17.5","63.5","1","Cloudy","4.0","6.5","283","WNW","1021.0","30.16","0.0","0.0","0.0","70","80","17.5","63.5","17.5","63.5","17.5","63.5","12.0","53.6","0","0","0","0","10.0","6.0","4.7","7.6","4.0"
"1684497600","2023-05-1914:00","19.7","67.5","1","Partlycloudy","2.0","3.2","314","NW","1021.0","30.14","0.0","0.0","0.0","63","33","19.7","67.5","19.7","67.5","19.7","67.5","12.5","54.5","0","0","0","0","10.0","6.0","5.8","9.4","5.0"
"1684501200","2023-05-1915:00","20.5","68.9","1","Partlycloudy","1.8","2.9","355","N","1020.0","30.12","0.0","0.0","0.0","59","36","20.5","68.9","20.5","68.9","20.5","68.9","12.3","54.1","0","0","0","0","10.0","6.0","5.9","9.5","6.0"
"1684504800","2023-05-1916:00","20.9","69.6","1","Sunny","1.6","2.5","10","N","1020.0","30.11","0.0","0.0","0.0","58","22","20.9","69.6","20.9","69.6","20.9","69.6","12.3","54.1","0","0","0","0","10.0","6.0","5.6","9.0","6.0"
"1684508400","2023-05-1917:00","20.8","69.4","1","Sunny","1.8","2.9","19","NNE","1019.0","30.1","0.0","0.0","0.0","59","17","20.8","69.4","20.8","69.4","20.8","69.4","12.4","54.3","0","0","0","0","10.0","6.0","5.6","9.0","6.0"
"1684512000","2023-05-1918:00","19.8","67.6","1","Sunny","4.4","7.0","294","WNW","1019.0","30.1","0.0","0.0","0.0","68","12","19.8","67.6","19.8","67.6","19.8","67.6","13.7","56.7","0","0","0","0","10.0","6.0","5.1","8.3","5.0"
"1684515600","2023-05-1919:00","18.9","65.9","1","Partlycloudy","2.7","4.3","268","W","1020.0","30.11","0.0","0.0","0.0","75","41","18.9","65.9","18.9","65.9","18.9","65.9","13.5","56.3","0","0","0","0","10.0","6.0","5.4","8.6","5.0"
"1684519200","2023-05-1920:00","17.4","63.3","1","Partlycloudy","2.2","3.6","262","W","1021.0","30.14","0.0","0.0","0.0","80","47","17.4","63.3","17.4","63.3","17.4","63.3","13.2","55.7","0","0","0","0","10.0","6.0","4.7","7.6","5.0"
"1684522800","2023-05-1921:00","15.8","60.4","0","Clear","1.8","2.9","257","WSW","1021.0","30.14","0.0","0.0","0.0","83","17","15.8","60.4","15.8","60.4","15.8","60.4","12.5","54.5","0","0","0","0","10.0","6.0","6.2","9.9","1.0"
"1684526400","2023-05-1922:00","15.0","58.9","0","Clear","1.3","2.2","265","W","1020.0","30.12","0.0","0.0","0.0","85","14","15.0","58.9","15.0","58.9","15.0","58.9","12.4","54.2","0","0","0","0","10.0","6.0","2.9","4.7","1.0"
"1684530000","2023-05-1923:00","13.3","55.9","0","Clear","2.7","4.3","355","N","1020.0","30.11","0.0","0.0","0.0","86","10","13.7","56.6","13.7","56.6","13.3","55.9","11.0","51.8","0","0","0","0","10.0","6.0","3.5","5.6","1.0"
"1684533600","2023-05-2000:00","13.9","57.0","0","Clear","5.1","8.3","104","ESE","1018.0","30.06","0.0","0.0","0.0","86","7","13.5","56.4","13.5","56.4","13.9","57.0","11.6","52.9","0","0","0","0","10.0","6.0","10.7","17.3","1.0"
"1684537200","2023-05-2001:00","13.6","56.5","0","Clear","6.7","10.8","109","ESE","1018.0","30.05","0.0","0.0","0.0","84","7","12.8","55.1","12.8","55.1","13.6","56.5","11.0","51.8","0","0","0","0","10.0","6.0","10.4","16.7","1.0"
"1684540800","2023-05-2002:00","13.2","55.8","0","Clear","6.7","10.8","115","ESE","1017.0","30.04","0.0","0.0","0.0","84","6","12.3","54.2","12.3","54.2","13.2","55.8","10.5","50.9","0","0","0","0","10.0","6.0","10.3","16.6","1.0"
"1684544400","2023-05-2003:00","12.9","55.2","0","Clear","6.3","10.1","116","ESE","1017.0","30.03","0.0","0.0","0.0","84","7","12.1","53.7","12.1","53.7","12.9","55.2","10.2","50.4","0","0","0","0","10.0","6.0","9.8","15.8","1.0"
"1684548000","2023-05-2004:00","12.5","54.5","0","Clear","5.6","9.0","111","ESE","1017.0","30.03","0.0","0.0","0.0","86","12","11.8","53.2","11.8","53.2","12.5","54.5","10.2","50.4","0","0","0","0","10.0","6.0","9.3","14.9","1.0"
"1684551600","2023-05-2005:00","13.2","55.8","0","Clear","5.6","9.0","110","ESE","1017.0","30.04","0.0","0.0","0.0","85","13","12.6","54.7","12.6","54.7","13.2","55.8","10.8","51.4","0","0","0","0","10.0","6.0","9.3","14.9","1.0"
"1684555200","2023-05-2006:00","13.9","56.9","1","Sunny","5.8","9.4","106","ESE","1017.0","30.04","0.0","0.0","0.0","79","17","13.3","56.0","13.3","56.0","13.9","56.9","11.7","53.0","0","0","0","0","10.0","6.0","8.9","14.4","4.0"
"1684558800","2023-05-2007:00","16.5","61.6","1","Sunny","9.2","14.8","113","ESE","1018.0","30.05","0.0","0.0","0.0","72","19","16.5","61.6","16.5","61.6","16.5","61.6","13.0","55.4","0","0","0","0","10.0","6.0","11.2","18.0","5.0"
"1684562400","2023-05-2008:00","19.3","66.7","1","Sunny","8.8","14.2","115","ESE","1017.0","30.04","0.0","0.0","0.0","67","17","19.3","66.7","19.3","66.7","19.3","66.7","13.0","55.4","0","0","0","0","10.0","6.0","13.4","21.6","5.0"
"1684566000","2023-05-2009:00","21.0","69.8","1","Sunny","10.7","17.3","114","ESE","1017.0","30.03","0.0","0.0","0.0","60","13","21.0","69.8","21.0","69.8","21.0","69.8","13.0","55.4","0","0","0","0","10.0","6.0","15.9","25.6","6.0"
"1684569600","2023-05-2010:00","22.4","72.3","1","Sunny","11.8","19.0","112","ESE","1016.0","30.01","0.0","0.0","0.0","54","8","24.6","76.3","22.4","72.3","24.6","76.3","12.7","54.9","0","0","0","0","10.0","6.0","17.0","27.4","6.0"
"1684573200","2023-05-2011:00","23.7","74.6","1","Sunny","12.6","20.3","108","ESE","1016.0","30.0","0.0","0.0","0.0","47","4","25.1","77.2","23.7","74.6","25.1","77.2","13.6","56.4","0","0","0","0","10.0","6.0","17.7","28.4","6.0"
"1684576800","2023-05-2012:00","25.0","77.0","1","Sunny","13.7","22.0","109","ESE","1016.0","29.99","0.0","0.0","0.0","45","8","25.6","78.1","25.0","77.0","25.6","78.1","12.1","53.8","0","0","0","0","10.0","6.0","19.0","30.6","7.0"
"1684580400","2023-05-2013:00","24.8","76.6","1","Partlycloudy","13.6","22.0","109","ESE","1015.0","29.98","0.0","0.0","0.0","45","30","25.5","77.9","24.8","76.6","25.5","77.9","12.1","53.8","0","0","0","0","10.0","6.0","22.4","36.0","6.0"
"1684584000","2023-05-2014:00","24.8","76.6","1","Partlycloudy","15.4","24.8","110","ESE","1015.0","29.97","0.0","0.0","0.0","45","36","25.5","77.9","24.8","76.6","25.5","77.9","12.2","54.0","0","0","0","0","10.0","6.0","21.0","33.8","6.0"
"1684587600","2023-05-2015:00","24.8","76.6","1","Partlycloudy","14.5","23.4","109","ESE","1014.0","29.95","0.0","0.0","0.0","48","26","25.6","78.1","24.8","76.6","25.6","78.1","13.0","55.4","0","0","0","0","10.0","6.0","19.8","31.9","6.0"
"1684591200","2023-05-2016:00","24.4","75.9","1","Sunny","13.4","21.6","110","ESE","1014.0","29.94","0.0","0.0","0.0","50","20","25.5","77.8","24.4","75.9","25.5","77.8","13.4","56.1","0","0","0","0","10.0","6.0","18.5","29.7","6.0"
"1684594800","2023-05-2017:00","23.7","74.7","1","Sunny","14.8","23.8","105","ESE","1014.0","29.93","0.0","0.0","0.0","55","12","25.2","77.3","23.7","74.7","25.2","77.3","14.2","57.6","0","0","0","0","10.0","6.0","17.0","27.4","6.0"
"1684598400","2023-05-2018:00","22.2","72.0","1","Sunny","13.0","20.9","102","ESE","1014.0","29.94","0.0","0.0","0.0","60","8","24.6","76.3","22.2","72.0","24.6","76.3","14.0","57.2","0","0","0","0","10.0","6.0","16.1","25.9","6.0"
"1684602000","2023-05-2019:00","20.3","68.5","1","Sunny","10.1","16.2","101","ESE","1014.0","29.94","0.0","0.0","0.0","65","8","20.3","68.5","20.3","68.5","20.3","68.5","13.6","56.5","0","0","0","0","10.0","6.0","15.2","24.5","6.0"
"1684605600","2023-05-2020:00","18.9","66.0","1","Sunny","9.6","15.5","97","E","1015.0","29.96","0.0","0.0","0.0","69","6","18.9","66.0","18.9","66.0","18.9","66.0","12.7","54.8","0","0","0","0","10.0","6.0","15.5","25.0","5.0"
"1684609200","2023-05-2021:00","17.9","64.1","0","Clear","9.4","15.1","93","E","1015.0","29.96","0.0","0.0","0.0","71","6","17.9","64.1","17.9","64.1","17.9","64.1","12.0","53.5","0","0","0","0","10.0","6.0","19.7","31.7","1.0"
"1684612800","2023-05-2022:00","17.3","63.1","0","Clear","9.8","15.8","93","E","1014.0","29.95","0.0","0.0","0.0","71","5","17.3","63.1","17.3","63.1","17.3","63.1","11.7","53.1","0","0","0","0","10.0","6.0","20.4","32.8","1.0"
"1684616400","2023-05-2023:00","16.8","62.2","0","Clear","10.1","16.2","95","E","1014.0","29.94","0.0","0.0","0.0","71","5","16.8","62.2","16.8","62.2","16.8","62.2","11.5","52.6","0","0","0","0","10.0","6.0","20.8","33.5","1.0"
"1684620000","2023-05-2100:00","15.9","60.6","0","Partlycloudy","9.7","15.7","104","ESE","1015.0","29.98","0.0","0.0","0.0","73","46","15.9","60.6","15.9","60.6","15.9","60.6","11.1","52.0","0","0","0","0","10.0","6.0","18.8","30.2","1.0"
"1684623600","2023-05-2101:00","15.2","59.4","0","Partlycloudy","11.4","18.4","106","ESE","1015.0","29.97","0.0","0.0","0.0","74","46","15.2","59.4","15.2","59.4","15.2","59.4","10.6","51.1","0","0","0","0","10.0","6.0","17.0","27.4","1.0"
"1684627200","2023-05-2102:00","14.6","58.3","0","Partlycloudy","9.8","15.8","110","ESE","1015.0","29.96","0.0","0.0","0.0","74","45","13.5","56.3","13.5","56.3","14.6","58.3","10.1","50.2","0","0","0","0","10.0","6.0","15.1","24.3","1.0"
"1684630800","2023-05-2103:00","13.9","57.0","0","Partlycloudy","7.6","12.2","107","ESE","1015.0","29.96","0.0","0.0","0.0","76","48","13.0","55.4","13.0","55.4","13.9","57.0","9.8","49.6","0","0","0","0","10.0","6.0","12.9","20.7","1.0"
"1684634400","2023-05-2104:00","14.1","57.4","0","Partlycloudy","8.1","13.0","101","ESE","1015.0","29.97","0.0","0.0","0.0","75","58","13.2","55.7","13.2","55.7","14.1","57.4","9.8","49.6","0","0","0","0","10.0","6.0","12.5","20.2","1.0"
"1684638000","2023-05-2105:00","14.3","57.7","0","Partlycloudy","6.9","11.2","97","E","1015.0","29.97","0.0","0.0","0.0","78","44","13.6","56.5","13.6","56.5","14.3","57.7","10.4","50.7","0","0","0","0","10.0","6.0","10.5","16.9","1.0"
"1684641600","2023-05-2106:00","15.8","60.4","1","Partlycloudy","6.9","11.2","94","E","1015.0","29.98","0.0","0.0","0.0","74","45","15.8","60.4","15.8","60.4","15.8","60.4","11.3","52.3","0","0","0","0","10.0","6.0","11.2","18.0","5.0"
"1684645200","2023-05-2107:00","18.3","64.9","1","Partlycloudy","9.6","15.5","97","E","1015.0","29.98","0.0","0.0","0.0","67","46","18.3","64.9","18.3","64.9","18.3","64.9","12.1","53.8","0","0","0","0","10.0","6.0","12.1","19.4","5.0"
"1684648800","2023-05-2108:00","20.2","68.4","1","Partlycloudy","10.3","16.6","86","E","1015.0","29.97","0.0","0.0","0.0","60","32","20.2","68.4","20.2","68.4","20.2","68.4","12.2","54.0","0","0","0","0","10.0","6.0","11.9","19.1","6.0"
"1684652400","2023-05-2109:00","21.8","71.2","1","Sunny","10.6","17.1","100","E","1015.0","29.96","0.0","0.0","0.0","54","21","21.8","71.2","21.8","71.2","24.5","76.0","12.0","53.6","0","0","0","0","10.0","6.0","15.7","25.2","6.0"
"1684656000","2023-05-2110:00","22.7","72.9","1","Partlycloudy","11.7","18.8","106","ESE","1015.0","29.96","0.0","0.0","0.0","51","32","24.7","76.4","22.7","72.9","24.7","76.4","12.2","54.0","0","0","0","0","10.0","6.0","17.0","27.4","6.0"
"1684659600","2023-05-2111:00","23.2","73.8","1","Partlycloudy","12.7","20.4","106","ESE","1014.0","29.96","0.0","0.0","0.0","50","44","24.8","76.6","23.2","73.8","24.8","76.6","12.1","53.8","0","0","0","0","10.0","6.0","23.4","37.6","6.0"
"1684663200","2023-05-2112:00","23.1","73.6","1","Partlycloudy","14.3","23.0","107","ESE","1014.0","29.95","0.0","0.0","0.0","50","28","24.8","76.6","23.1","73.6","24.8","76.6","12.1","53.8","0","0","0","0","10.0","6.0","21.0","33.8","6.0"
"1684666800","2023-05-2113:00","24.1","75.4","1","Sunny","12.0","19.3","110","ESE","1014.0","29.94","0.0","0.0","0.0","48","17","25.2","77.3","24.1","75.4","25.2","77.3","12.4","54.3","0","0","0","0","10.0","6.0","20.6","33.1","6.0"
"1684670400","2023-05-2114:00","24.9","76.8","1","Sunny","13.2","21.2","110","ESE","1013.0","29.92","0.0","0.0","0.0","45","15","25.6","78.0","24.9","76.8","25.6","78.0","12.3","54.1","0","0","0","0","10.0","6.0","19.0","30.6","6.0"
"1684674000","2023-05-2115:00","24.6","76.3","1","Partlycloudy","12.8","20.5","101","ESE","1013.0","29.91","0.0","0.0","0.0","46","26","25.4","77.7","24.6","76.3","25.4","77.7","12.3","54.1","0","0","0","0","10.0","6.0","18.1","29.2","6.0"
